# d267b7acbd7ca1021691f4feea94f726d4a4097ff244dad4bdc4108a8a9ef8ab#
# baonoise-meta {"cosmology":{"N_eff":3.046,"h":0.6822,"mnu":0.06,"ns":0.974,"ombh2":0.0226,"omch2":0.118,"omnuh2":0.000644883920894239,"sigma_8":0.813},"data_sha256":"242eee73b146c45f665533bf889c570793cb6a224cb2303465a9fdb5cb823b41","format":"baonoise-pk-v2","generator":{"package":"camb","version":"2.0.2"},"settings":{"As":2.1e-09,"accurate_massive_neutrino_transfers":false,"kmax_h_mpc":20.0,"minkh_h_mpc":0.0001,"neutrino_input":"omnuh2_active","nonlinear":false,"npoints":1400,"redshift":0.0,"tau":0.06}}
4.573884209998521459e-03 5.894416462910218252e+04
4.613965284685940874e-03 5.924580287262810452e+04
4.654397590946867183e-03 5.954711920939053380e+04
4.695184206633350871e-03 5.984808739333279664e+04
4.736328236568760827e-03 6.014868099729240930e+04
4.777832812784109200e-03 6.044887341065410146e+04
4.819701094756482194e-03 6.074863780536845297e+04
4.861936269649563824e-03 6.104793653425671073e+04
4.904541552556228312e-03 6.134670613241083629e+04
4.947520186743300900e-03 6.164487854208066710e+04
4.990875443898457574e-03 6.194238476524623547e+04
5.034610624379242012e-03 6.223915487122581544e+04
5.078729057464347225e-03 6.253511922090974258e+04
5.123234101607010080e-03 6.283024021029401774e+04
5.168129144690688723e-03 6.312451599461852311e+04
5.213417604286972595e-03 6.341794696393468621e+04
5.259102927915705085e-03 6.371053395114826708e+04
5.305188593307461932e-03 6.400227823193898075e+04
5.351678108668257890e-03 6.429317634237448510e+04
5.398575012946606536e-03 6.458318096083995624e+04
5.445882876102950583e-03 6.487222192049309524e+04
5.493605299381367282e-03 6.516022804828634253e+04
5.541745915583761416e-03 6.544712734513463511e+04
5.590308389346363739e-03 6.573284699780103983e+04
5.639296417418717018e-03 6.601731911688014225e+04
5.688713728945094146e-03 6.630049507945902587e+04
5.738564085748353548e-03 6.658233026765985414e+04
5.788851282616305598e-03 6.686277980553459201e+04
5.839579147590615200e-03 6.714179856704013946e+04
5.890751542258155539e-03 6.741934120368014555e+04
5.942372362045016815e-03 6.769536327190969314e+04
5.994445536512999113e-03 6.796982187357505609e+04
6.046975029658764600e-03 6.824267408993735444e+04
6.099964840215603944e-03 6.851387684331060154e+04
6.153419001957793552e-03 6.878338690544104611e+04
6.207341584007713617e-03 6.905115974054943945e+04
6.261736691145556102e-03 6.931713493425335037e+04
6.316608464121821302e-03 6.958124039043816447e+04
6.371961079972531840e-03 6.984340322813324747e+04
6.427798752337178859e-03 7.010355004143870610e+04
6.484125731779495812e-03 7.036160691750918340e+04
6.540946306111039034e-03 7.061750287145821494e+04
6.598264800717556881e-03 7.087118407246419520e+04
6.656085578888293157e-03 7.112260217338400253e+04
6.714413042148099919e-03 7.137170877022501372e+04
6.773251630592515803e-03 7.161845541160364519e+04
6.832605823225778620e-03 7.186279357938951580e+04
6.892480138301736690e-03 7.210466865625289211e+04
6.952879133667854046e-03 7.234401262303414114e+04
7.013807407112111758e-03 7.258075544690918468e+04
7.075269596713043042e-03 7.281482684104172222e+04
7.137270381192805865e-03 7.304615628561435733e+04
7.199814480273309530e-03 7.327467330446183041e+04
7.262906655035536625e-03 7.350031318201418617e+04
7.326551708281944970e-03 7.372301711040879309e+04
7.390754484902077939e-03 7.394272654640655674e+04
7.455519872241400496e-03 7.415938296851544874e+04
7.520852800473306309e-03 7.437292789553295006e+04
7.586758242974429509e-03 7.458330167444347171e+04
7.653241216703268041e-03 7.479043522995106468e+04
7.720306782582036197e-03 7.499425505683787924e+04
7.787960045881982263e-03 7.519468758382192755e+04
7.856206156611960506e-03 7.539165922438501730e+04
7.925050309910504701e-03 7.558509640464809490e+04
7.994497746441306049e-03 7.577492695531828213e+04
8.064553752792113714e-03 7.596108312603866216e+04
8.135223661877220153e-03 7.614349817763386818e+04
8.206512853343372535e-03 7.632210555694972572e+04
8.278426753979309730e-03 7.649683892318187281e+04
8.350970838128898843e-03 7.666763208621315425e+04
8.424150628107807126e-03 7.683441492790277698e+04
8.497971694623910471e-03 7.699711164703591203e+04
8.572439657201376059e-03 7.715564623006728652e+04
8.647560184608384451e-03 7.730994293135718908e+04
8.723338995288725320e-03 7.745992630740340974e+04
8.799781857797041307e-03 7.760552140513216727e+04
8.876894591237985410e-03 7.774665549057244789e+04
8.954683065709206913e-03 7.788325747209259134e+04
9.033153202748151964e-03 7.801525674429148785e+04
9.112310975782900863e-03 7.814258320087546599e+04
9.192162410586823471e-03 7.826516726936733176e+04
9.272713585737306016e-03 7.838293885967382812e+04
9.353970633078505931e-03 7.849582339326589135e+04
9.435939738188079198e-03 7.860374541060200136e+04
9.518627140848065840e-03 7.870663009006815264e+04
9.602039135519916183e-03 7.880440328922502522e+04
9.686182071823591991e-03 7.889699158607100253e+04
9.771062355020981860e-03 7.898432230104341579e+04
9.856686446503434840e-03 7.906632351892146107e+04
9.943060864283656888e-03 7.914292416611380759e+04
1.003019218349190424e-02 7.921405405799718574e+04
1.011808703687645111e-02 7.927964394171415188e+04
1.020675211530855733e-02 7.933962545706465608e+04
1.029619416829175363e-02 7.939392960063686769e+04
1.038642000447565807e-02 7.944248688211914850e+04
1.047743649217429754e-02 7.948522885094015510e+04
1.056925055988889445e-02 7.952208820067917986e+04
1.066186919683535447e-02 7.955299881513103901e+04
1.075529945347624902e-02 7.957789548115539947e+04
1.084954844205754734e-02 7.959671194381917303e+04
1.094462333715006189e-02 7.960938228584214812e+04
1.104053137619553926e-02 7.961584196131513454e+04
1.113727986005762401e-02 7.961602784829560551e+04
1.123487615357766575e-02 7.960987829764890193e+04
1.133332768613528468e-02 7.959733312289035530e+04
1.143264195221400069e-02 7.957833353684787289e+04
1.153282651197166941e-02 7.955282234066190722e+04
1.163388899181602362e-02 7.952074400311383943e+04
1.173583708498524870e-02 7.948204470884990587e+04
1.183867855213354553e-02 7.943667238408025878e+04
1.194242122192198940e-02 7.938457589517126326e+04
1.204707299161440065e-02 7.932570483403872640e+04
1.215264182767853904e-02 7.926001062877284130e+04
1.225913576639257700e-02 7.918744666825704917e+04
1.236656291445678048e-02 7.910796834975488309e+04
1.247493144961066280e-02 7.902153317599139700e+04
1.258424962125552146e-02 7.892810128861301928e+04
1.269452575108234900e-02 7.882763530043182254e+04
1.280576823370538526e-02 7.872010001627430029e+04
1.291798553730108198e-02 7.860546247184701497e+04
1.303118620425275723e-02 7.848369197643465304e+04
1.314537885180089814e-02 7.835476035926157783e+04
1.326057217269907378e-02 7.821864267541997833e+04
1.337677493587573034e-02 7.807531660011585336e+04
1.349399598710165731e-02 7.792476223310227215e+04
1.361224424966336367e-02 7.776696213538941811e+04
1.373152872504241652e-02 7.760190138130713603e+04
1.385185849360055788e-02 7.742956924032114330e+04
1.397324271527104929e-02 7.724996059485472506e+04
1.409569063025586065e-02 7.706307320693186193e+04
1.421921155972911098e-02 7.686890741123032058e+04
1.434381490654666226e-02 7.666746613967265876e+04
1.446951015596183339e-02 7.645875505978790170e+04
1.459630687634747188e-02 7.624278451421669160e+04
1.472421471992439376e-02 7.601956922299037979e+04
1.485324342349602852e-02 7.578912659548694501e+04
1.498340280918974976e-02 7.555147668712580344e+04
1.511470278520446117e-02 7.530664221142948372e+04
1.524715334656489424e-02 7.505465006137931778e+04
1.538076457588249263e-02 7.479553932420603815e+04
1.551554664412286080e-02 7.452935532388466527e+04
1.565150981138009947e-02 7.425614586039271671e+04
1.578866442765777464e-02 7.397596119133678440e+04
1.592702093365680818e-02 7.368885402425288339e+04
1.606658986157032468e-02 7.339488146884231537e+04
1.620738183588530182e-02 7.309410822661247221e+04
1.634940757419139912e-02 7.278660213114926592e+04
1.649267788799685039e-02 7.247243325906986138e+04
1.663720368355138188e-02 7.215167390399175929e+04
1.678299596267654806e-02 7.182439884634404734e+04
1.693006582360312776e-02 7.149069477859100152e+04
1.707842446181600388e-02 7.115066202554632036e+04
1.722808317090645039e-02 7.080440327548325877e+04
1.737905334343173985e-02 7.045202282318296784e+04
1.753134647178249475e-02 7.009362651733803796e+04
1.768497414905743914e-02 6.972932299076173513e+04
1.783994806994593230e-02 6.935923463798167359e+04
1.799628003161828083e-02 6.898349182995522278e+04
1.815398193462365584e-02 6.860222589185711695e+04
1.831306578379613206e-02 6.821556895473005716e+04
1.847354368916843959e-02 6.782365388450714818e+04
1.863542786689385139e-02 6.742661958643011167e+04
1.879873064017619291e-02 6.702462623358600831e+04
1.896346444020780703e-02 6.661783891717756342e+04
1.912964180711592549e-02 6.620642240368451166e+04
1.929727539091732197e-02 6.579054104567215836e+04
1.946637795248113562e-02 6.537035882595094881e+04
1.963696236450044805e-02 6.494604931330727413e+04
1.980904161247203088e-02 6.451780231291041127e+04
1.998262879568495076e-02 6.408580779936263571e+04
2.015773712821774047e-02 6.365025411936384626e+04
2.033437993994421586e-02 6.321132790033873607e+04
2.051257067754830646e-02 6.276921534793197497e+04
2.069232290554756312e-02 6.232412222916565952e+04
2.087365030732577995e-02 6.187626858331310359e+04
2.105656668617467489e-02 6.142587170207452436e+04
2.124108596634454588e-02 6.097314556860952871e+04
2.142722219410428397e-02 6.051830077582733793e+04
2.161498953881067775e-02 6.006154904874951899e+04
2.180440229398689783e-02 5.960312473996693006e+04
2.199547487841076177e-02 5.914326698194367054e+04
2.218822183721215133e-02 5.868221001000694378e+04
2.238265784298034550e-02 5.822018309184672398e+04
2.257879769688098115e-02 5.775741051000970765e+04
2.277665632978264493e-02 5.729412206409382634e+04
2.297624880339362019e-02 5.683056764739059145e+04
2.317759031140829637e-02 5.636699463306528196e+04
2.338069618066384442e-02 5.590364395349997358e+04
2.358558187230697101e-02 5.544075009211040742e+04
2.379226298297080697e-02 5.497854179406296316e+04
2.400075524596219367e-02 5.451726108298898180e+04
2.421107453245945410e-02 5.405716463918784575e+04
2.442323685272039871e-02 5.359850245814849768e+04
2.463725835730125324e-02 5.314151673433564429e+04
2.485315533828597045e-02 5.268644192236691015e+04
2.507094423052646376e-02 5.223350669018080953e+04
2.529064161289379387e-02 5.178294832104005036e+04
2.551226420954004134e-02 5.133500429307291051e+04
2.573582889117157976e-02 5.088990385255745059e+04
2.596135267633319088e-02 5.044786806776261801e+04
2.618885273270363592e-02 5.000910996386280749e+04
2.641834637840258238e-02 4.957383921402508713e+04
2.664985108330879260e-02 4.914227360767652863e+04
2.688338447039012591e-02 4.871462616206112580e+04
2.711896431704496208e-02 4.829110165779669478e+04
2.735660855645549033e-02 4.787189683543339925e+04
2.759633527895296104e-02 4.745720060007595021e+04
2.783816273339463285e-02 4.704719423904359428e+04
2.808210932855299130e-02 4.664205164347023674e+04
2.832819363451719377e-02 4.624193952423019073e+04
2.857643438410650480e-02 4.584701764130569791e+04
2.882685047429650940e-02 4.545743903898236749e+04
2.907946096765743130e-02 4.507334943017700425e+04
2.933428509380533317e-02 4.469487656755026546e+04
2.959134225086601858e-02 4.432213411537452339e+04
2.985065200695149676e-02 4.395523049581696978e+04
3.011223410164979783e-02 4.359426931292767404e+04
3.037610844752742720e-02 4.323934957839064737e+04
3.064229513164527796e-02 4.289055981729858468e+04
3.091081441708777577e-02 4.254795272118051071e+04
3.118168674450525965e-02 4.221156791667916696e+04
3.145493273367003934e-02 4.188144280707102735e+04
3.173057318504616392e-02 4.155761273479960801e+04
3.200862908137259294e-02 4.124011102858374215e+04
3.228912158926074139e-02 4.092894636103727680e+04
3.257207206080555556e-02 4.062407572175853420e+04
3.285750203521095592e-02 4.032544997322213021e+04
3.314543324042961564e-02 4.003302091155462404e+04
3.343588759481672806e-02 3.974674129295046441e+04
3.372888720879876900e-02 3.946656285388296965e+04
3.402445438655641446e-02 3.919239031054515362e+04
3.432261162772249491e-02 3.892408173699573672e+04
3.462338162909483347e-02 3.866149666517935839e+04
3.492678728636380153e-02 3.840449824501861440e+04
3.523285169585547300e-02 3.815295312530274532e+04
3.554159815628957914e-02 3.790672211295948364e+04
3.585305017055316623e-02 3.766559720967805333e+04
3.616723144748985180e-02 3.742934154714247416e+04
3.648416590370439500e-02 3.719772389019701222e+04
3.680387766538343458e-02 3.697051860754486552e+04
3.712639107013214479e-02 3.674750543735894462e+04
3.745173066882670487e-02 3.652843459432882082e+04
3.777992122748340814e-02 3.631295011886709108e+04
3.811098772914375821e-02 3.610068168492336554e+04
3.844495537577634348e-02 3.589126737220976065e+04
3.878184959019539274e-02 3.568435338356396096e+04
3.912169601799583840e-02 3.547959406760461570e+04
3.946452052950581713e-02 3.527666482986218762e+04
3.981034922175576835e-02 3.507526748419764044e+04
4.015920842046511591e-02 3.487511192189683788e+04
4.051112468204642186e-02 3.467591447449510451e+04
4.086612479562672096e-02 3.447739782616399316e+04
4.122423578508691011e-02 3.427927918961389514e+04
4.158548491111901252e-02 3.408113784434175614e+04
4.194989967330111508e-02 3.388246607920455426e+04
4.231750781219102697e-02 3.368276654433290969e+04
4.268833731143770183e-02 3.348155421051292797e+04
4.306241639991161690e-02 3.327835655403374403e+04
4.343977355385371386e-02 3.307270755166029994e+04
4.382043749904291491e-02 3.286412463316170033e+04
4.420443721298304013e-02 3.265213076516494402e+04
4.459180192710850837e-02 3.243626400694276163e+04
4.498256112900959891e-02 3.221607806227284891e+04
4.537674456467728767e-02 3.199114301955737756e+04
4.577438224076738060e-02 3.176106507899487406e+04
4.617550442688482526e-02 3.152550658644925716e+04
4.658014165788809668e-02 3.128415123184350159e+04
4.698832473621333133e-02 3.103669981994207774e+04
4.740008473421941648e-02 3.078287096121349896e+04
4.781545299655307057e-02 3.052240580278382549e+04
4.823446114253502476e-02 3.025514818707278755e+04
4.865714106856712518e-02 2.998103731240355410e+04
4.908352495056009235e-02 2.970002977357134296e+04
4.951364524638323522e-02 2.941209667936962796e+04
4.994753469833495413e-02 2.911722393214843396e+04
5.038522633563529557e-02 2.881542646648186201e+04
5.082675347694042695e-02 2.850683281981005348e+04
5.127214973287863575e-02 2.819162459167674024e+04
5.172144900860930344e-02 2.786999197931753224e+04
5.217468550640348007e-02 2.754213338012238091e+04
5.263189372824769729e-02 2.720825520342341406e+04
5.309310847847047848e-02 2.686863289989828991e+04
5.355836486639153210e-02 2.652372591886712689e+04
5.402769830899447484e-02 2.617402084783498867e+04
5.450114453362312622e-02 2.581999615566793727e+04
5.497873958070078476e-02 2.546212145671407416e+04
5.546051980647416502e-02 2.510085973407114943e+04
5.594652188578070479e-02 2.473678142071004186e+04
5.643678281484038745e-02 2.437059364965026180e+04
5.693133991407229449e-02 2.400298630164365386e+04
5.743023083093516667e-02 2.363462022094966233e+04
5.793349354279368063e-02 2.326612681065603465e+04
5.844116635980903945e-02 2.289811808059776740e+04
5.895328792785550776e-02 2.253128760141147359e+04
5.946989723146230838e-02 2.216635981037857709e+04
5.999103359678110287e-02 2.180401835114679125e+04
6.051673669457964533e-02 2.144490557622710912e+04
6.104704654326191526e-02 2.108962335985642494e+04
6.158200351191407684e-02 2.073878904885438897e+04
6.212164832337794401e-02 2.039314421796951501e+04
6.266602205735054276e-02 2.005340997900763250e+04
6.321516615351140123e-02 1.972025563555743429e+04
6.376912241467734555e-02 1.939430107094344930e+04
6.432793300998419783e-02 1.907611933574251452e+04
6.489164047809728442e-02 1.876623827451889156e+04
6.546028773044933191e-02 1.846511691325037100e+04
6.603391805450707641e-02 1.817314943566526563e+04
6.661257511706676626e-02 1.789069709632783270e+04
6.719630296757772570e-02 1.761809248989389380e+04
6.778514604149608880e-02 1.735564245483457489e+04
6.837914916366694129e-02 1.710363037575671478e+04
6.897835755173672978e-02 1.686223461536584000e+04
6.958281681959560538e-02 1.663145263632629940e+04
7.019257298084928542e-02 1.641126113912006622e+04
7.080767245232200136e-02 1.620163830377244631e+04
7.142816205759013048e-02 1.600256496279914427e+04
7.205408903054606740e-02 1.581402267734696761e+04
7.268550101899438898e-02 1.563578928220723174e+04
7.332244608827852284e-02 1.546732194900293689e+04
7.396497272493980646e-02 1.530807611107394587e+04
7.461312984040874285e-02 1.515753493367450756e+04
7.526696677472774488e-02 1.501520710207977027e+04
7.592653330030768588e-02 1.488059918805939742e+04
7.659187962571624431e-02 1.475296319848064741e+04
7.726305639950019344e-02 1.463141167098487313e+04
7.794011471404112268e-02 1.451508692144973611e+04
7.862310610944436839e-02 1.440316054889359475e+04
7.931208257746268087e-02 1.429482939877939316e+04
8.000709656545416937e-02 1.418921472874644314e+04
8.070820098037430335e-02 1.408530235039020408e+04
8.141544919280402359e-02 1.398209276859873171e+04
8.212889504101186788e-02 1.387861541988308818e+04
8.284859283505266458e-02 1.377392861472696313e+04
8.357459736090198932e-02 1.366714359046830941e+04
8.430696388462612101e-02 1.355745520183172630e+04
8.504574815658971776e-02 1.344409525908329306e+04
8.579100641569924190e-02 1.332632672881407780e+04
8.654279539368424368e-02 1.320344705647000228e+04
8.730117231941621203e-02 1.307487699738165611e+04
8.806619492326457632e-02 1.294022671833786990e+04
8.883792144149171843e-02 1.279915387460771490e+04
8.961641062068607944e-02 1.265134933722646565e+04
9.040172172223391589e-02 1.249655394418093420e+04
9.119391452683087151e-02 1.233478436592311664e+04
9.199304933903232340e-02 1.216627677030374798e+04
9.279918699184412645e-02 1.199128786307867813e+04
9.361238885135370058e-02 1.181008822752619017e+04
9.443271682140084999e-02 1.162306158110428260e+04
9.526023334829084033e-02 1.143093184083456435e+04
9.609500142554729119e-02 1.123447408242684651e+04
9.693708459870796490e-02 1.103443723337257507e+04
9.778654697016207764e-02 1.083156825893920904e+04
9.864345320402956308e-02 1.062684572589531490e+04
9.950786853108423147e-02 1.042134429895314315e+04
1.003798587537186593e-01 1.021607270951041755e+04
1.012594902509536265e-01 1.001197946573734043e+04
1.021468299834913940e-01 9.810115466718572861e+03
1.030419454988124872e-01 9.611611488195401762e+03
1.039449049363178473e-01 9.417513177691529563e+03
1.048557770325161398e-01 9.228777260854354608e+03
1.057746311262556527e-01 9.046244918563539613e+03
1.067015371640032545e-01 8.870648955106895301e+03
1.076365657051684133e-01 8.702656805136048206e+03
1.085797879274746497e-01 8.542866844267349734e+03
1.095312756323780917e-01 8.391619875453916393e+03
1.104911012505327556e-01 8.249058061795671165e+03
1.114593378473047874e-01 8.115308548464717205e+03
1.124360591283338762e-01 7.990447134440873924e+03
1.134213394451443480e-01 7.874210029593533363e+03
1.144152538008052777e-01 7.766201968303047579e+03
1.154178778556394225e-01 7.666056040242489871e+03
1.164292879329830305e-01 7.573291335001194966e+03
1.174495610249962074e-01 7.487085650509231527e+03
1.184787747985230344e-01 7.406600616423404972e+03
1.195170076010048238e-01 7.331028859143485533e+03
1.205643384664433215e-01 7.259437297322697304e+03
1.216208471214174081e-01 7.190805750683693987e+03
1.226866139911525766e-01 7.124150080090960728e+03
1.237617202056423144e-01 7.058489921256197704e+03
1.248462476058250087e-01 6.992799482417716717e+03
1.259402787498130616e-01 6.926078537882815908e+03
1.270438969191779732e-01 6.857384638323672334e+03
1.281571861252902844e-01 6.785942674074790375e+03
1.292802311157140449e-01 6.711068593183597841e+03
1.304131173806590549e-01 6.632128303123350634e+03
1.315559311594878822e-01 6.548698289946793011e+03
1.327087594472809717e-01 6.460527387907211960e+03
1.338716900014594313e-01 6.367409759680346724e+03
1.350448113484647994e-01 6.269435845408084788e+03
1.362282127904982376e-01 6.167026833205524781e+03
1.374219844123189815e-01 6.060624100567295500e+03
1.386262170881009392e-01 5.950828837331511750e+03
1.398410024883516012e-01 5.838456735029618358e+03
1.410664330868890703e-01 5.724304127438514115e+03
1.423026021678823472e-01 5.609282890058167141e+03
1.435496038329523438e-01 5.494465657631275462e+03
1.448075330083347378e-01 5.380859037427658222e+03
1.460764854521068856e-01 5.269315005970639504e+03
1.473565577614765476e-01 5.160533072526789510e+03
1.486478473801353950e-01 5.055159922726450532e+03
1.499504526056773257e-01 4.953940785881133706e+03
1.512644725970804516e-01 4.857668911700413446e+03
1.525900073822556435e-01 4.766996785216656463e+03
1.539271578656616624e-01 4.682033871463966534e+03
1.552760258359852097e-01 4.602691862044578556e+03
1.566367139738907566e-01 4.528831165509366656e+03
1.580093258598357087e-01 4.460171353132611330e+03
1.593939659819561261e-01 4.396418670190324519e+03
1.607907397440206665e-01 4.337075152844878176e+03
1.621997534734538338e-01 4.281449382219994732e+03
1.636211144294307251e-01 4.228842618183713967e+03
1.650549308110411950e-01 4.178408098330967732e+03
1.665013117655267938e-01 4.129280489373468299e+03
1.679603673965896771e-01 4.080627106055828790e+03
1.694322087727735127e-01 4.031644120165033655e+03
1.709169479359186339e-01 3.981594207676611859e+03
1.724146979096916055e-01 3.929924040210937164e+03
1.739255727081879532e-01 3.876166724847160367e+03
1.754496873446124705e-01 3.820046846684580032e+03
1.769871578400334378e-01 3.761474005570888494e+03
1.785381012322148908e-01 3.700458559384240289e+03
1.801026355845266880e-01 3.637231933628700972e+03
1.816808799949304887e-01 3.572086089960002028e+03
1.832729546050474723e-01 3.505504015837112547e+03
1.848789806093026067e-01 3.438035779911189366e+03
1.864990802641510459e-01 3.370285843580362325e+03
1.881333768973851572e-01 3.302898144317864990e+03
1.897819949175214016e-01 3.236513283191236951e+03
1.914450598232724510e-01 3.171791897384046479e+03
1.931226982130989367e-01 3.109309658105720246e+03
1.948150377948475176e-01 3.049484623213951181e+03
1.965222073954725479e-01 2.992645246564823537e+03
1.982443369708423442e-01 2.938934088598792187e+03
1.999815576156318275e-01 2.888403121796527557e+03
2.017340015733029568e-01 2.840883444763366242e+03
2.035018022461700105e-01 2.796115622166566482e+03
2.052850942055561012e-01 2.753715079613275520e+03
2.070840132020365654e-01 2.713244301395829098e+03
2.088986961757719196e-01 2.674207793256320201e+03
2.107292812669341320e-01 2.636094537959138506e+03
2.125759078262213497e-01 2.598419435340382734e+03
2.144387164254647204e-01 2.560727968954850894e+03
2.163178488683313028e-01 2.522627074741697470e+03
2.182134482011176546e-01 2.483784065426102188e+03
2.201256587236378459e-01 2.444010410300470085e+03
2.220546260002105032e-01 2.403213596860055986e+03
2.240004968707382527e-01 2.361465352721324962e+03
2.259634194618849456e-01 2.318928984397415206e+03
2.279435431983534155e-01 2.275907229820765679e+03
2.299410188142590739e-01 2.232754059567888362e+03
2.319559983646050649e-01 2.189879169316074695e+03
2.339886352368553968e-01 2.147657090633977077e+03
2.360390841626139879e-01 2.106414671483282291e+03
2.381075012294021076e-01 2.066426276977203997e+03
2.401940438925390664e-01 2.027911730203452635e+03
2.422988709871307655e-01 1.990989492812236449e+03
2.444221427401595814e-01 1.955706565914502335e+03
2.465640207826801655e-01 1.922021827147503245e+03
2.487246681621257949e-01 1.889805536294290278e+03
2.509042493547189445e-01 1.858841965430030314e+03
2.531029302779906343e-01 1.828848994391304586e+03
2.553208783034129903e-01 1.799520509711275736e+03
2.575582622691386936e-01 1.770551788546292073e+03
2.598152524928541429e-01 1.741694656756370250e+03
2.620920207847432515e-01 1.712767353911466444e+03
2.643887404605684277e-01 1.683663801873693728e+03
2.667055863548632444e-01 1.654346332282582352e+03
2.690427348342395164e-01 1.624849965939132062e+03
2.714003638108161143e-01 1.595258773129847668e+03
2.737786527557607430e-01 1.565697904862596488e+03
2.761777827129504592e-01 1.536337626701877070e+03
2.785979363127564223e-01 1.507375801599343049e+03
2.810392977859447194e-01 1.479010034709720912e+03
2.835020529776992593e-01 1.451406918190793476e+03
2.859863893617721753e-01 1.424670074902321176e+03
2.884924960547525230e-01 1.398835492400906560e+03
2.910205638304640408e-01 1.373867743518373345e+03
2.935707851344850350e-01 1.349682207291752547e+03
2.961433540988016033e-01 1.326172903359202337e+03
2.987384665565834818e-01 1.303226058196090889e+03
3.013563200570907319e-01 1.280716295945179809e+03
3.039971138807144868e-01 1.258514104037022889e+03
3.066610490541453737e-01 1.236499526370340391e+03
3.093483283656750515e-01 1.214582812675907462e+03
3.120591563806363045e-01 1.192728602705976300e+03
3.147937394569734759e-01 1.170960841051863781e+03
3.175522857609497929e-01 1.149348921243668201e+03
3.203350052829967431e-01 1.127978539220305493e+03
3.231421098536974013e-01 1.106929204577468909e+03
3.259738131599127509e-01 1.086266467778318429e+03
3.288303307610457304e-01 1.066044619205217032e+03
3.317118801054543820e-01 1.046310127808844982e+03
3.346186805470025005e-01 1.027092181246297287e+03
3.375509533617562230e-01 1.008387296717184086e+03
3.405089217648318844e-01 9.901486166216894844e+02
3.434928109273858721e-01 9.722994015296980024e+02
3.465028479937541372e-01 9.547630478858701508e+02
3.495392620987463617e-01 9.374827667148683759e+02
3.526022843850872834e-01 9.204276234696525307e+02
3.556921480210095132e-01 9.035795900644009180e+02
3.588090882180073882e-01 8.869235033431351667e+02
3.619533422487397623e-01 8.704539529367040132e+02
3.651251494650925578e-01 8.541903374000893336e+02
3.683247513163974696e-01 8.381776570113902380e+02
3.715523913678149825e-01 8.224658454969028298e+02
3.748083153188742633e-01 8.070822595156755597e+02
3.780927710221737570e-01 7.920271822478894137e+02
3.814060085022536462e-01 7.772865521458742251e+02
3.847482799746260174e-01 7.628513333636228708e+02
3.881198398649722270e-01 7.487130758711494991e+02
3.915209448285152938e-01 7.348496263088088654e+02
3.949518537695542730e-01 7.212236503272247319e+02
3.984128278611743790e-01 7.077984692106269904e+02
4.019041305651259721e-01 6.945620258297462897e+02
4.054260276518841799e-01 6.815251716456280064e+02
4.089787872208779929e-01 6.687010976967394527e+02
4.125626797208972740e-01 6.560900126425361805e+02
4.161779779706840099e-01 6.436900177032484862e+02
4.198249571796986990e-01 6.315136677258207101e+02
4.235038949690678178e-01 6.195790777197340731e+02
4.272150713927214682e-01 6.078835220968771864e+02
4.309587689587102144e-01 5.964159817955967355e+02
4.347352726507085485e-01 5.851652248149509887e+02
4.385448699497128122e-01 5.741206155044667412e+02
4.423878508559226375e-01 5.632722229201879145e+02
4.462645079108182866e-01 5.526137648729837792e+02
4.501751362194268413e-01 5.421423436423120847e+02
4.541200334727912291e-01 5.318552308954729142e+02
4.580994999706293203e-01 5.217497206915854804e+02
4.621138386441914769e-01 5.118231298606813198e+02
4.661633550793252145e-01 5.020727983598703759e+02
4.702483575397355398e-01 4.924960896070629133e+02
4.743691569904485150e-01 4.830903907928851595e+02
4.785260671214874861e-01 4.738531131712097704e+02
4.827194043717505934e-01 4.647816923289484521e+02
4.869494879530961717e-01 4.558735884355515395e+02
4.912166398746475315e-01 4.471262864727883652e+02
4.955211849673019087e-01 4.385372964453254667e+02
4.998634509084599609e-01 4.301041535725981930e+02
5.042437682469653737e-01 4.218244184625286266e+02
5.086624704282737275e-01 4.136956772675433740e+02
5.131198938198321402e-01 4.057155418234420949e+02
5.176163777366823426e-01 3.978816497715960168e+02
5.221522644672957902e-01 3.901916646649485187e+02
5.267278992996279330e-01 3.826432760583276149e+02
5.313436305473987487e-01 3.752341995835446937e+02
5.359998095766141946e-01 3.679621770097294302e+02
5.406967908323101479e-01 3.608249762893919410e+02
5.454349318655316026e-01 3.538203915874630638e+02
5.502145933605558925e-01 3.469462088076688246e+02
5.550361391623459539e-01 3.402001252637672906e+02
5.598999363042491684e-01 3.335798512013828372e+02
5.648063550359335716e-01 3.270831361854490069e+02
5.697557688515778596e-01 3.207077684491305263e+02
5.747485545183012023e-01 3.144515742532720424e+02
5.797850921048400830e-01 3.083124172560985130e+02
5.848657650104870376e-01 3.022881978930686842e+02
5.899909599942735339e-01 2.963768527667176045e+02
5.951610672044077566e-01 2.905763540463042887e+02
6.003764802079808449e-01 2.848847088771316294e+02
6.056375960209231524e-01 2.792999587993768955e+02
6.109448151382238512e-01 2.738201791762937773e+02
6.162985415644234299e-01 2.684434786316124928e+02
6.216991828443650947e-01 2.631679984960297816e+02
6.271471500942193966e-01 2.579919122626030799e+02
6.326428580327762008e-01 2.529134250509665378e+02
6.381867250130209834e-01 2.479307730801453999e+02
6.437791730539781376e-01 2.430422231499221937e+02
