# 17d18ac21b0778456cc7e84f03bb8c5e9be547793a08b3a0c15e2fa3bd5adb0e#
# baonoise-meta {"cosmology":{"N_eff":3.046,"h":0.6732,"mnu":0.06,"ns":0.96605,"ombh2":0.022383,"omch2":0.12009212027110579,"omnuh2":0.000644883920894239,"sigma_8":0.812},"data_sha256":"a1adf78a402c5980b250a8906c0f293637de20f272fa9463492015cc9b55df24","format":"baonoise-pk-v2","generator":{"package":"camb","version":"2.0.2"},"settings":{"As":2.1e-09,"accurate_massive_neutrino_transfers":false,"kmax_h_mpc":20.0,"minkh_h_mpc":0.0001,"neutrino_input":"omnuh2_active","nonlinear":false,"npoints":1400,"redshift":0.0,"tau":0.06}}
3.504548048619825738e-03 4.978095983305399568e+04
3.535258500750496080e-03 5.007605333133558452e+04
3.566238069428288426e-03 5.037169521381907543e+04
3.597489112929000074e-03 5.066786684108940244e+04
3.629014010194063326e-03 5.096454426031565527e+04
3.660815161011637606e-03 5.126169815981542342e+04
3.692894986199295789e-03 5.155929850144194643e+04
3.725255927788307785e-03 5.185731472368661343e+04
3.757900449209521359e-03 5.215571574080987193e+04
3.790831035480899617e-03 5.245447314001575432e+04
3.824050193396696939e-03 5.275358205166280095e+04
3.857560451718264252e-03 5.305304860399723111e+04
3.891364361366559093e-03 5.335287931892878987e+04
3.925464495616342274e-03 5.365308106162220065e+04
3.959863450292035528e-03 5.395366103362733702e+04
3.994563843965359858e-03 5.425460890361262136e+04
4.029568318154642254e-03 5.455585868138005753e+04
4.064879537525904404e-03 5.485733232193465665e+04
4.100500190095726465e-03 5.515895026476492785e+04
4.136432987435836005e-03 5.546063143278778443e+04
4.172680664879553115e-03 5.576229400112965959e+04
4.209245981729989317e-03 5.606388952109473757e+04
4.246131721470106958e-03 5.636541737239863141e+04
4.283340691974616560e-03 5.666688081877923833e+04
4.320875725723704285e-03 5.696828349696750229e+04
4.358739680018657199e-03 5.726962941810797201e+04
4.396935437199382853e-03 5.757092064211759134e+04
4.435465904863803224e-03 5.787213218673437223e+04
4.474334016089211510e-03 5.817322099438736768e+04
4.513542729655532770e-03 5.847414309758718446e+04
4.553095030270558688e-03 5.877485391772921139e+04
4.592993928797172061e-03 5.907530826776833419e+04
4.633242462482515048e-03 5.937546328914511832e+04
4.673843695189225204e-03 5.967528911672950926e+04
4.714800717628645638e-03 5.997475951888591953e+04
4.756116647596106417e-03 6.027384807707428990e+04
4.797794630208276380e-03 6.057252818810971075e+04
4.839837838142557573e-03 6.087077297468695178e+04
4.882249471878613405e-03 6.116854341005538299e+04
4.925032759942013158e-03 6.146577627330993710e+04
4.968190959149965114e-03 6.176240467094516498e+04
